Company,CEI_Score,Year
"Bridgestone Americas Holding Inc. Nashville, TN e e » e e e",70.0,2013
"Bright Horizons Family Solutions Inc. Watertown, MA e e e e e e e",90.0,2013
"Bryan Cave LLP Saint Louis, MO  ee",100.0,2013
"Burlington Northern Santa Fe Corp. Fort Worth, TX e »",20.0,2013
"CS Wholesale Grocers Inc. Keene, NH e e",30.0,2013
"Canadian Imperial Bank of Commerce New York, NY e e e » e e",70.0,2013
"Capgemini U.S. LLC New York, NY e e e e e e e",90.0,2013
"Cardinal Health Inc. Dublin, OH e e e e e e e e 100",19.0,2013
"Carlson Companies Inc. Minnetonka, MN e e e » e e e",85.0,2013
"Caterpillar Inc. Peoria, IL e e » e e e 70",58.0,2013
"CDW Corp. Vernon Hills, IL e e e e e e e",90.0,2013
"Chamberlin Edmonds Associates Inc. Atlanta, GA e e » »",40.0,2013
"Cisco Systems Inc. San Jose, CA e : e : e : e : e e : e : e 100",62.0,2013
"Classified Ventures LLC Chicago, IL e e e e e e e",90.0,2013
"CNA Insurance Chicago, IL e e e » e e e",85.0,2013
"Compass Bancshares Inc. BBVA Compass Birmingham, AL e e » » e",55.0,2013
"Compass Group USA Inc. Charlotte, NC e e e d »",50.0,2013
"Compuware Corp. Detroit, MI e e e > » »",60.0,2013
"Corbis Corp. Seattle, WA e e e »",50.0,2013
"Costco Wholesale Corp. Issaquah, WA e e e e e e e 90",28.0,2013
"Cox Enterprises Inc. Atlanta, GA e e e e e e e",90.0,2013
"CVS Caremark Corp. Woonsocket, RI e : e : e : > : : e : : 60",21.0,2013
"Davis Polk Wardwell LLP New York, NY e e e e e e",75.0,2013
"Davis Wright Tremaine LLP Seattle, WA e e e e e e e",85.0,2013
"Debevoise Plimpton LLP New York, NY e e e e e e e e",100.0,2013
"Deere Co. Moline, IL e e e e e 65",98.0,2013
"Delta Air Lines Inc. Atlanta, GA e e e e e e e 90",88.0,2013
"Deutsche Bank New York, NY e e e e e e e e",100.0,2013
"Digitas Inc. Boston, MA e e e e e e e e",100.0,2013
"Dollar Thrifty Automotive Group Inc. Tulsa, OK e e e > e > »",70.0,2013
"Drinker Biddle Reath LLP Philadelphia, PA e e e e e e e",90.0,2013
"Duane Morris LLP Philadelphia, PA e e e » e e e",85.0,2013
"Dykema Gossett PLLC Detroit, MI e e e > e e e e",95.0,2013
"EJ Gallo Winery Modesto, CA e e e e : e : e e e",100.0,2013
"E. |. du Pont de Nemours and Co. DuPont Wilmington, DE e e e » e e e e 95",84.0,2013
"Edwards Wildman Palmer LLP Boston, MA e e e e e e e e",100.0,2013
"Enterprise Holdings Inc. St. Louis, MO e e e e e",65.0,2013
"Enterprise Products Partners LP Houston, TX 15",80.0,2013
"Epstein Becker Green PC New York, NY e e e e e e e",90.0,2013
"Ernst Young LLP New York, NY e e e e e e e e",100.0,2013
"Esurance Inc. San Francisco, CA e e e e e » e",85.0,2013
"Excellus Health Plan Inc. Rochester, NY e e e e e e e",90.0,2013
"Express Scripts Inc. St. Louis, MO 30",55.0,2013
"Exxon Mobil Corp. Irving, TX e By",2.0,2013
"Federal Reserve Bank of Boston Boston, MA e e e e e e",80.0,2013
"FedEx Corp. Memphis, TN e e e d e e e 85",73.0,2013
"Financial Industry Regulatory Authority Inc. Washington, DC e e e e e e e",90.0,2013
"Finnegan, Henderson, Farabow, Garrett Dunner LLP Washington, DC e e e e e e e",90.0,2013
. : ’ Percentage of the rated employers who are,93.0,2013
| | 14832_Textindd / : PM | |,18.0,2013
| 14832_Text.indd /2012 : PM |,19.0,2013
"religion, sex including pregnancy, national origin, age or older, disability and genetic",40.0,2013
"gay, bisexual and transgender employees, but it remains legal in states to discriminate",29.0,2013
of CEI-rated employers provide employment protections,99.0,2013
| of CEI-rated employers provide employment protections on,8.0,2013
| | 14832_Text.indd /2012 : PM | |,20.0,2013
> Arizona,8.0,2013
| | 14832_Text.indd /2012 : pn | |,22.0,2013
"states and the District of Columbia California 1992, 2003,",16.0,2013
"Illinois 2006, lowa 2007, Massachusetts 1989, effective July , 2072,",1.0,2013
states and the District of Columbia In addition to the states above,21.0,2013
| | 14832_Text.indd // : PM | |,23.0,2013
of CEl-rated employers provide medical and comprehensive health,89.0,2013
| | 14832_Textindd /2012 : PM | |,24.0,2013
Ny f percent of emplo' -,20.0,2013
~~: overall compensation. _ ™,4.0,2013
_ | 14832_Text.indd // : pn | _,26.0,2013
of CEl-rated employers have complete parity in spousal and partner,65.0,2013
Bereavement Leave,95.0,2013
Employee assistance programs,95.0,2013
FMLA-type Leave,87.0,2013
Employee discounts,83.0,2013
Relocation assistance,80.0,2013
Supplemental Life Insurance,79.0,2013
Adoption,57.0,2013
"Spotlight on Baby | January , 2011 and every day for the next years, , Baby Boomers will reach age ,",1.0,2013
"Retiree Health | Of the CEl-rated employers offering retiree health care coverage, percent of CEl-rated",85.0,2013
"rollover provision as of January , 2010. The PPA also allows for hardship withdrawals from",1.0,2013
their employees; percent of those with pensions offer QUSAs to their employees’,74.0,2013
"domestic partners, while percent offer QPSAs.",71.0,2013
"of major U.S. employers affording transgender-inclusive health care coverage, from in",49.0,2013
of this year’s rated businesses afford transgender-inclusive,42.0,2013
| | 14832_Text.indd /2012 :47PM | |,28.0,2013
of CEl-rated employers offer a robust set of practices,69.0,2013
Findings | Organizational Competency in LGBT Inclusion,1.0,2013
: 2008 == ee,0.0,2013
: : Vo Businesses with Inclusive _,68.0,2013
| | 14832_Text.indd // : pn | |,31.0,2013
"Currently, percent of CEI participants allow employees to voluntarily disclose their sexual",44.0,2013
of CEl-rated employers have an employee resource group or,83.0,2013
"have employee groups, percent have diversity councils and percent of rated",77.0,2013
: : O/ with an LGBT Employee,7.0,2013
"recognized LGBT employee group, percent reported being expressly for LGBT and allied",86.0,2013
"A majority percent of executive champions identify as allies, while percent reported",64.0,2013
: . ” CEl-Rated Employee groups are,96.0,2013
| 14832_Text_X.indd // : PM |,35.0,2013
Criterion | Businesses That Positively Engage the External LGBT Community,4.0,2013
of CEl-rated businesses report some form of public engagement,80.0,2013
This percent of participants represents at least three discreet engagement efforts per,80.0,2013
"ett te, - .",100.0,2013
"° P P90, —",75.0,2013
| 14832_Text.indd // : PM |,37.0,2013
"and the businesses that contract them. By courting LGBT-owned businesses, percent of this",29.0,2013
"In another show of steadfast support for the LGBT community, percent of CEI participants",60.0,2013
"2011-2012 Amazon.com Inc. McGraw-Hill Companies Skadden, Arps, Slate,",78.0,2013
Washington Google Inc. Nixon Peabody LLP Vulcan Inc.,92.0,2013
Brief/s to U.S. Court | Aetna Inc. Foley Hoag LLP New Balance Athletic Shoe Inc.,77.0,2013
of Appeals opposing | Amold Porter LLP Gap Inc. Nike Inc.,48.0,2013
the federal Defense | Baker McKenzie LLP Goulston Storrs Nixon Peabody LLP,1.0,2013
"of Marriage Act Bank of New York Mellon Goodwin Proctor LLP Ogilvy Group Inc., The",35.0,2013
Bright Horizons Family Solutions Inc. Frankel LLP Stonyfield Farm Inc.,87.0,2013
Edwards Wildman Palmer LLP Microsoft Corp.,92.0,2013
The majority of businesses surveyed in the CEI — percent of rated employers — have,68.0,2013
"each of their global operations, and percent have distinct global codes of conduct or",52.0,2013
businesses report such established ERGs are in place overseas and an additional,46.0,2013
of conduct or employment standards that are inclusive,5.0,2013
g / f |,8.0,2013
of Percent,100.0,2013
wi iw iwoicad:ico:cdio:wi:if <,3.0,2013
Employer Headquarters Location la 1b : 2a 2b : 2c : 3a | 3b : : a,4.0,2013
"3M Co. St. Paul, MN e ee ee",100.0,2013
"AAA Northern California, Nevada Utah Insurance Exchange Walnut Creek, CA e e e e e e e e",100.0,2013
"Abercrombie Fitch Co. New Albany, OH e e e e e e e e",100.0,2013
"Aetna Inc. Hartford, CT e e e e e e e e",100.0,2013
"AIG New York, NY e e e e e e e e",100.0,2013
"Akin, Gump, Strauss, Hauer Feld LLP Washington, DC e e e e e e e e",100.0,2013
"Alcatel-Lucent Murray Hill, NJ e e e e e e e e",100.0,2013
"Alcoa Inc. New York, NY e e e e e e e e",100.0,2013
"AMC Entertainment Inc. Kansas City, MO e e e e e e e e",100.0,2013
"American Express Co. New York, NY e e e e e e e e",100.0,2013
"Ameriprise Financial Inc. Minneapolis, MN e e e e e e e e",100.0,2013
"AMR Corp. American Airlines Fort Worth, TX e e e e e e e e",100.0,2013
"Aon Corp. Chicago, IL e e e e e e e e",100.0,2013
"Apple Inc. Cupertino, CA e e e e e e e e",100.0,2013
"ATT Inc. Dallas, TX e e e e e e e e",100.0,2013
"Automatic Data Processing Inc. Roseland, NJ e e e e e e e e",100.0,2013
"Avon Products Inc. New York, NY e e e e e e e e",100.0,2013
"Bank of America Corp. Charlotte, NC e e e e e e e e",100.0,2013
"Bank of New York Mellon Corp., The New York, NY e e e e e e e e",100.0,2013
"Barclays New York, NY e e e e t e e e",100.0,2013
"Barnes Noble Inc. New York, NY e e e e e e e e",100.0,2013
"Best Buy Co. Inc. Richfield, MN e e e e e e e e",100.0,2013
"BlackRock New York, NY e e e e e e e e",100.0,2013
"Blue Cross Blue Shield of Florida Inc. Jacksonville, FL e e e e e e e e",100.0,2013
"Blue Cross Blue Shield of Minnesota Eagan, MN e e e e e e e e",100.0,2013
"BNP Paribas New York, NY e e e e e e e e",100.0,2013
"Booz Allen Hamilton Inc. McLean, VA e e e e e e e e",100.0,2013
"Bristol-Myers Squibb Co. New York, NY e e e e e e e e",100.0,2013
"Broadridge Financial Solutions Inc. Lake Success, NY e e e e e e e e",100.0,2013
"Brown Rudnick LLP Boston, MA e e t e t e t e",100.0,2013
"Brown-Forman Corp. Louisville, KY e e e e e e e e",100.0,2013
"CA Inc. Islandia, NY e e e e e e e e",100.0,2013
"Caesars Entertainment Corp. Las Vegas, NV e e e e e e e e",100.0,2013
"Capital One Financial Corp. McLean, VA e e e : e : e : e e e",100.0,2013
wi Oo: OF oi oi: o:;:wu0,0.0,2013
"Cardinal Health Inc. Dublin, OH ° ee ee",100.0,2013
"Carlton Fields PA Tampa, FL e e e e e e e e",100.0,2013
"Charles Schwab Corp., The San Francisco, CA e e e e e e e e",100.0,2013
"Chevron Corp. San Ramon, CA e e e e e e e e",100.0,2013
"Chrysler Group LLC Auburn Hills, MI e e e e e e e e",100.0,2013
"Chubb Corp. Warren, NJ e e e e e e e e",100.0,2013
"CIGNA Corp. Bloomfield, CT e e e e e e e e",100.0,2013
"Cisco Systems Inc. San Jose, CA e e e e e e e e",100.0,2013
"Citigroup Inc. New York, NY e e e e e e e e",100.0,2013
"Clorox Co. Oakland, CA e e e e e e e e A411",100.0,2013
"Coca-Cola Co., The Atlanta, GA e e e e e e e e",100.0,2013
"Comcast Corp. Philadelphia, PA e e e e e e e e",100.0,2013
"Corning Inc. Corning, NY e e e e e e e e",100.0,2013
"Cummins Inc. Columbus, IN e e e e e e e e",100.0,2013
"Darden Restaurants Inc. Orlando, FL e e e e e e e e",100.0,2013
"Dell Inc. Round Rock, TX e e e e e e e e Al",100.0,2013
"Diageo North America Norwalk, CT e e e e e e e e",100.0,2013
"DLA Piper Baltimore, MD e e e e e e e e",100.0,2013
"Dow Chemical Co., The Midland, MI e e e e e e e e",100.0,2013
"Eastman Kodak Co. Rochester, NY e e e e e e e e",100.0,2013
"eBay Inc. San Jose, CA e e e e e e e e",100.0,2013
"Ecolab Inc. St. Paul, MN e e e e e e e e",100.0,2013
"Electronic Arts Inc. Redwood City, CA e e e e e e e e",100.0,2013
"Eli Lilly Co. Indianapolis, IN e e e e e e e e",100.0,2013
"EMC Corp. Hopkinton, MA e ry e : e : e : e e e",100.0,2013
£ ££ BE ££ FE BF FB ee =,5.0,2013
"Exelon Corp. Chicago, IL e e e e e e e e",100.0,2013
"Federal Home Loan Mortgage Corp. Freddie Mac McLean, VA e e e e e e e e",100.0,2013
"Fenwick West LLP Mountain View, CA e e e e e e e e",100.0,2013
"Foley Lardner LLP Milwaukee, WI e e e e e e e e",100.0,2013
"Ford Motor Co. Dearborn, MI e e e e e e e e",100.0,2013
"GameStop Corp. Grapevine, TX e e e e e e e e",100.0,2013
"Gap Inc. San Francisco, CA e e e e e e e e",100.0,2013
"General Mills Inc. Minneapolis, MN e e e e e e e e",100.0,2013
"General Motors Co. Detroit, MI e e e e e e e e",100.0,2013
"Goldman Sachs Group Inc., The New York, NY e e e e e e e e",100.0,2013
"Google Inc. Mountain View, CA e e e e e e e e",100.0,2013
"Hartford Financial Services Group Inc., The Hartford, CT e e e e e e e e",100.0,2013
"Hewlett-Packard Co. Palo Alto, CA e e e e e e e e",100.0,2013
"HSBC - North America New York, NY e e e e e e e e",100.0,2013
"Hyatt Hotels Corp. Chicago, IL e e e e e e e e",100.0,2013
"International Business Machines Corp. IBM Armonk, NY e e e e e e e e",100.0,2013
"Interpublic Group of Companies Inc. New York, NY e e e e e e e e",100.0,2013
"Intuit Inc. Mountain View, CA e e e e e e e e",100.0,2013
"Johnson Johnson New Brunswick, NJ e e e e e e e e",100.0,2013
"JPMorgan Chase Co. New York, NY e e e e e e e e",100.0,2013
"Kaiser Permanente Oakland, CA e e e e e e e e",100.0,2013
"Kellogg Co. Battle Creek, MI e e e e e e e e",100.0,2013
"KeyCorp Cleveland, OH e e e e e e e e",100.0,2013
"Kraft Foods Inc. Northfield, IL e e e e e e e e",100.0,2013
"Kramer Levin Naftalis Frankel LLP New York, NY e e e e e e e e",100.0,2013
"Levi Strauss Co. San Francisco, CA e e e e e e e e",100.0,2013
"Lexmark International Inc. Lexington, KY e e e : e : e : e e e",100.0,2013
o » » ¢ Be,2.0,2013
Employer Headquarters Location la 1b : 2a 2b 2c | 3a. 3b : : a,4.0,2013
"Limited Brands Inc. Columbus, OH e ee ee",100.0,2013
"Littler Mendelson PC San Francisco, CA e e e e e e e e",100.0,2013
"Lockheed Martin Corp. Bethesda, MD e e e e e e e e",100.0,2013
"Marsh McLennan Companies Inc. New York, NY e e e e e e e e",100.0,2013
"MasterCard Inc. Purchase, NY e e e e e e e e",100.0,2013
"McKinsey Co. Inc. New York, NY e e e e e e e e",100.0,2013
"Medtronic Inc. Minneapolis, MN e e e e e e e e",100.0,2013
"Merck Co. Inc. Whitehouse Station, NU e e e e e e e e",100.0,2013
"MetLife Inc. New York, NY e e e e e e e e",100.0,2013
"MGM Resorts International Las Vegas, NV e e e e e e e e",100.0,2013
"Microsoft Corp. Redmond, WA e e e e e e e e",100.0,2013
"MillerCoors LLC Chicago, IL e e e e e e e e",100.0,2013
"Mitchell Gold + Bob Williams Taylorsville, NC e e e e e e e e",100.0,2013
"Monsanto Co. St. Louis, MO e e e e e e e e",100.0,2013
"Moody's Corp. New York, NY e e e e e e e e",100.0,2013
"Morgan Stanley New York, NY e e e e e e e e",100.0,2013
"Nationwide Columbus, OH e e e e e e e e",100.0,2013
"Nike Inc. Beaverton, OR e e e e e e e e",100.0,2013
"Nokia Corp. Irving, TX e e e e e e e e",100.0,2013
"Nordstrom Inc. Seattle, WA e e e e e e e e",100.0,2013
"Northern Trust Corp. Chicago, IL e e e e e e e e",100.0,2013
"Office Depot Inc. Boca Raton, FL e e e e e e e e",100.0,2013
"Oracle Corp. Redwood City, CA e e e e e e e e",100.0,2013
"Owens Corning Toledo, OH e e e e e e e e",100.0,2013
"Paul, Weiss, Rifkind, Wharton Garrison LLP New York, NY e e e e e e e e",100.0,2013
"PepsiCo Inc. Purchase, NY e e e e e e e e",100.0,2013
"Pfizer Inc. New York, NY e e e e e e e e",100.0,2013
"PGE Corp. San Francisco, CA e e e e e e e e",100.0,2013
"PNC Financial Services Group Inc., The Pittsburgh, PA e e e e e e e e",100.0,2013
"Progressive Corp., The Mayfield Village, OH e ee ee",100.0,2013
"Prudential Financial Inc. Newark, NJ e e e e e e e e",100.0,2013
"Publicis Inc. New York, NY e e e e e e e e",100.0,2013
"Raytheon Co. Waltham, MA e e e e e e e e",100.0,2013
"Razorfish Seattle, WA e e e e e e e e",100.0,2013
"RBC Wealth Management Minneapolis, MN e e e e e e e e",100.0,2013
"Replacements, Ltd. McLeansville, NC e e e e e e e e",100.0,2013
"Rockwell Automation Inc. Milwaukee, WI e e e e e e e e",100.0,2013
"Ropes Gray LLP Boston, MA e e e e e e e e",100.0,2013
"Sears Holdings Corp. Hoffman Estates, IL e e e e e e e e",100.0,2013
"Sempra Energy San Diego, CA e e e e e e e e",100.0,2013
"Simpson, Thacher Bartlett LLP New York, NY e e e e e e e e",100.0,2013
"Sprint Nextel Corp. Overland Park, KS e e e e e e e e",100.0,2013
"Squire Sanders Cleveland, OH e e e e e e e e",100.0,2013
"Staples Inc. Framingham, MA e e e e e e e e",100.0,2013
"Starwood Hotels Resorts Worldwide Stamford, CT e e e e e e e e",100.0,2013
"Sun Life Financial Inc. U.S. Wellesley Hills, MA e e e e e e e e",100.0,2013
