Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
Hughes Hubbard & Reed LLP,2,2017,,,0
Humana Inc,2,2017,444859102,"Humana Inc., Louisville, KY",100
Huntington Bancshares Inc,2,2017,446150104,"Huntington Bancshares Inc., Columbus, OH",100
Huron Consulting Group Inc,2,2017,447462102,"Huron Consulting Group Inc., Chicago, IL",100
Hyatt Hotels Corp,2,2017,448579102,"Hyatt Hotels Corp., Chicago, IL",100
IBM Corp,2,2017,449220003,"IBM Corp., Armonk, NY",100
IKEA Holding Inc,2,2017,,,0
Ingersoll Rand Company,2,2017,,,0
Intel Corp,2,2017,458140100,"Intel Corp., Santa Clara, CA",100
Interpublic Group Companies Inc,2,2017,460690100,"Interpublic Group of Companies Inc., New York, NY",100
Intuit Inc,2,2017,461202103,"Intuit Inc., Mountain View, CA",100
Penney Inc,2,2017,708152004,"J.C. Penney Corp. Inc., Plano, TX",100
Jenner & Block LLP,2,2017,,,0
JetBlue Airways Corp,2,2017,477143101,"JetBlue Airways Corp., Long Island City, NY",100
John Hancock Financial Services Inc,2,2017,41014S106,"John Hancock Financial Services Inc., Boston, MA",100
Johnson & Johnson,2,2017,478160104,"Johnson & Johnson, New Brunswick, NJ",100
JPMorgan Chase &,2,2017,46625H100,"JPMorgan Chase & Co., New York, NY",100
& Gates LLP,2,2017,,,0
Kellogg,2,2017,487836108,"Kellogg Co., Battle Creek, MI",100
Kilpatrick Townsend & Stockton LLP,2,2017,,,0
Kimberly Clark Corp,2,2017,494368103,"Kimberly-Clark Corporation, Irving, TX",100
Kimpton Hotel & Restaurant Group LLC,2,2017,,,0
King & Spalding LLP,2,2017,,,0
Kirkland & Ellis LLP,2,2017,,,0
KKR &,2,2017,48248M102,"KKR & Co. LP, New York, NY",100
Kramer Levin Naftalis & Frankel LLP,2,2017,,,0
Land 'Lakes Inc,2,2017,514666932,"Land O'Lakes Inc., Arden Hills, MN",100
Latham & Watkins LLP,2,2017,,,0
Lear Corp,2,2017,521865204,"Lear Corp., Southfield, MI",100
Lend Lease Americas Inc,2,2017,027118108,"Lend Lease Americas Inc., New York, NY",100
LENOVO UNITED STATES INC,2,2017,,,0
Leo Burnett Company Inc,2,2017,,,0
Level Communications Inc,2,2017,52729N308,"Level 3 Communications Inc., Broomfield, CO",100
Levi Strauss &,2,2017,52736R938,"Levi Strauss & Co., San Francisco, CA",100
Lexmark International Inc,2,2017,529771107,"Lexmark International Inc., Lexington, KY",100
Lincoln National Corp,2,2017,534187109,"Lincoln National Corp., Radnor, PA",100
Lindquist & Vennum LLP,2,2017,,,0
Lockheed Martin Corp,2,2017,539830109,"Lockheed Martin Corp., Bethesda, MD",100
LPL Financial Holdings Inc,2,2017,50212V100,"LPL Financial Holdings Inc., Boston, MA",100
Macy' Inc,2,2017,55616P104,"Macy's Inc., Cincinnati, OH",100
Marriott International Inc,2,2017,571903202,"Marriott International Inc., Bethesda, MD",100
Marsh & McLennan Companies Inc,2,2017,571748102,"Marsh & McLennan Companies Inc., New York, NY",100
Massachusetts Mutual Life Insurance,2,2017,575767934,"Massachusetts Mutual Life Insurance Company, Springfield, MA",100
MasterCard Inc,2,2017,57636Q104,"MasterCard Inc., Purchase, NY",100
Mattel Inc,2,2017,577081102,"Mattel Inc., El Segundo, CA",100
McDermott Will & Emery LLP,2,2017,,,0
McDonald' Corp,2,2017,580135101,"McDonald's Corp., Oak Brook, IL",100
McKesson Corp,2,2017,58155Q103,"McKesson Corp., San Francisco, CA",100
McKinsey & Inc,2,2017,,,0
Mediavest Spark,2,2017,,,0
Merck & Inc,2,2017,58933Y105,"Merck & Co. Inc., Kenilworth, NJ",100
MetLife Inc,2,2017,59156R108,"MetLife Inc., New York, NY",100
Michael Best & Friedrich LLP,2,2017,,,0
Microsoft Corp,2,2017,594918104,"Microsoft Corp., Redmond, WA",100
Milbank Tweed Hadley & McCloy LLP,2,2017,,,0
Mintz Levin Cohn Ferris Glovsky & Popeo,2,2017,,,0
Mitchell Gold Bob Williams,2,2017,,,0
Mondelez International Inc,2,2017,609207105,"Mondelez International Inc., East Hanover, nj",100
Monsanto,2,2017,61166W101,"Monsanto Co., St. Louis, MO",100
Moody' Corp,2,2017,615369105,"Moody's Corp., New York, NY",100
Moore & Van Allen PLLC,2,2017,,,0
Morgan Lewis & Bockius LLP,2,2017,,,0
Morrison & Foerster LLP,2,2017,,,0
Munger Tolles & Olson LLP,2,2017,,,0
Navigant Consulting Inc,2,2017,63935N107,"Navigant Consulting Inc., Chicago , IL",100
NCR Corp,2,2017,62886E108,"NCR Corp., Duluth, GA",100
Nestlé Purina PetCare,2,2017,,,0
Netflix Inc,2,2017,64110L106,"Netflix Inc., Los Gatos, CA",100
New York Life Insurance,2,2017,64952G934,"New York Life Insurance Co., New York, NY",100
Nike Inc,2,2017,654106103,"Nike Inc., Beaverton, OR",100
Nissan North America Inc,2,2017,654744408,"Nissan North America Inc., Franklin, TN",100
Nordstrom Inc,2,2017,655664100,"Nordstrom Inc., Seattle, WA",100
Northern Trust Corp,2,2017,665859104,"Northern Trust Corp., Chicago, IL",100
Northrop Grumman Corp,2,2017,666807102,"Northrop Grumman Corp., Falls Church, VA",100
Novartis Pharmaceuticals Corp,2,2017,053561106,"Aventis Pharmaceuticals Inc., Bridgewater, NJ",85
NVIDIA Corp,2,2017,67066G104,"NVIDIA Corp., Santa Clara, CA",100
Office Depot Inc,2,2017,676220106,"Office Depot Inc., Boca Raton, FL",100
Ogilvy Group Inc The,2,2017,676601107,"Ogilvy Group Inc., The, New York, NY",100
Ogletree Deakins Nash Smoak & Stewart,2,2017,,,0
'Melveny & Myers LLP,2,2017,,,0
OppenheimerFunds Inc,2,2017,683800106,"OppenheimerFunds Inc., New York, NY",100
Optimedia International Inc,2,2017,,,0
Oracle Corp,2,2017,68389X105,"Oracle Corp., Redwood City, CA",100
Orrick Herrington & Sutcliffe LLP,2,2017,,,0
Outerwall Inc,2,2017,690070107,"Outerwall Inc., Bellevue, WA",100
Pacific Investment Management LLC,2,2017,,,0
Pandora Media Inc,2,2017,698354107,"Pandora Media Inc., Oakland, CA",100
Patterson Belknap Webb & Tyler LLP,2,2017,,,0
Paul Weiss Rifkind Wharton & Garrison LLP,2,2017,,,0
PayPal Holdings Inc,2,2017,70450Y103,"PayPal Holdings Inc., San Jose, CA",100
Pearson Inc,2,2017,71534C109,"Pearson Inc., Hoboken, NJ",100
PepsiCo Inc,2,2017,713448108,"PepsiCo Inc., Purchase, NY",100
PetSmart Inc,2,2017,716768106,"PetSmart Inc., Phoenix, AZ",100
Pfizer Inc,2,2017,717081103,"Pfizer Inc., New York, NY",100
& Corp,2,2017,69331C108,"PG&E Corp., San Fran- cisco, CA",100
PNC Financial Services Group Inc The,2,2017,693475105,"PNC Financial Services Group Inc., The, Pittsburgh, PA",100
Portland General Electric,2,2017,736508847,"Portland General Electric Co., Portland, OR",100
PPL Corp,2,2017,69351T106,"PPL Corp., Allentown, PA",100
Praxair Inc,2,2017,74005P104,"Praxair Inc., Danbury, CT",100
Procter & Gamble,2,2017,742718109,"Procter & Gamble Co., Cincinnati, OH",100
Prudential Financial Inc,2,2017,744320102,"Prudential Financial Inc., Newark, NJ",100
QUALCOMM Inc,2,2017,747525103,"QualComm, San Diego, CA",100
Quarles & Brady LLP,2,2017,,,0
Quest Diagnostics Inc,2,2017,74834L100,"Quest Diagnostics Inc., Madison, NJ",100
Quinn Emanuel Urquhart & Sullivan LLP,2,2017,,,0
Raytheon,2,2017,755111507,"Raytheon Co., Waltham, MA",100
Sources USA Inc,2,2017,844027102,"Re:Sources USA Inc., Long Island City, NY",100
Replacements Ltd,2,2017,,,0
Rockland Trust,2,2017,,,0
Rockwell Automation Inc,2,2017,773903109,"Rockwell Automation Inc., Milwaukee, WI",100
Rockwell Collins Inc,2,2017,774341101,"Rockwell Collins Inc., Cedar Rapids, IA",100
Ropes & Gray LLP,2,2017,,,0
Royal Caribbean Cruises Ltd,2,2017,V7780T103,"Royal Caribbean Cruises Ltd., Miami, FL",100
& Global Inc,2,2017,78409V104,"S&P Global Inc., New York, NY",100
Johnson & Son Inc,2,2017,478160104,"Johnson & Johnson, New Brunswick, NJ",85
Saatchi & Saatchi North America Inc,2,2017,785144205,"Saatchi & Saatchi North America Inc., New York, NY",100
SAP America Inc,2,2017,055625008,"BP America Inc., Houston, TX",86
Sapient Corp,2,2017,803062108,"Sapient Corp., Boston, MA",100
Sears Holdings Corp,2,2017,812350106,"Sears Holdings Corp., Hoffman Estates, IL",100
Shearman & Sterling LLP,2,2017,,,0
Shell Oil,2,2017,822635009,"Shell Oil Co., Houston, TX",100
Sheppard Mullin Richter & Hampton LLP,2,2017,,,0
Shook Hardy & Bacon LLP,2,2017,,,0
Simpson Thacher & Bartlett LLP,2,2017,,,0
SIRIUS Radio Inc,2,2017,,,0
Skadden Arps Slate Meagher & Flom LLP,2,2017,,,0
Snell & Wilmer,2,2017,,,0
Sodexo Inc,2,2017,833792104,"Sodexo Inc., Gaithersburg, MD",100
Sony Electronics Inc,2,2017,,,0
Sony Pictures Entertainment Inc,2,2017,,,0
Southern California Edison,2,2017,842400004,"Southern California Edison Company, Rosemead, CA",100
Southern,2,2017,842812109,"Southern Co., Atlanta, GA",100
Southwest Airlines,2,2017,844741108,"Southwest Airlines Co., Dallas, TX",100
Sprint Corp,2,2017,85207U105,"Sprint Corp., Overland Park, KS",100
Staples Inc,2,2017,855030102,"Staples Inc., Framingham, MA",100
Starbucks Corp,2,2017,855244109,"Starbucks Corp., Seattle, WA",100
Starwood Hotels & Resorts Worldwide,2,2017,85590A401,"Starwood Hotels & Resorts Worldwide, Stamford, CT",100
State Street Corp,2,2017,857477103,"State Street Corp., Boston, MA",100
Steelcase Inc,2,2017,858155203,"Steelcase Inc., Grand Rapids, MI",100
Stryker Corp,2,2017,863667101,"Stryker Corp., Kalamazoo, MI",100
Sun Life Financial Inc,2,2017,866796105,"Sun Life Financial Inc. (US), Wellesley Hills, MA",100
SunTrust Banks Inc,2,2017,867914103,"SunTrust Banks Inc., Atlanta, GA",100
Sutherland Asbill & Brennan LLP,2,2017,,,0
Symantec Corp,2,2017,871503108,"Symantec Corp., Mountain View, CA",100
Rowe Price Associates Inc,2,2017,74144T108,"T. Rowe Price Associates Inc., Baltimore, MD",100
Takeda Pharmaceuticals USA Inc,2,2017,881624209,"Teva Pharmaceutical USA Inc., North Wales, PA",90
Target Corp,2,2017,87612E106,"Target Corp., Minneapolis, MN",100
