Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
King & Spalding LLP,100.0,2019,,,0
Kirkland & Ellis LLP,100.0,2019,,,0
KKR &,100.0,2019,48248M102,"KKR & Co. LP, New York, NY",100
KPMG LLP,100.0,2019,,,0
Kraft Heinz Company The,90.0,2019,500754106,"Kraft Heinz Company, The, Pittsburgh, PA",100
Kroger The,95.0,2019,501044101,"Kroger Co., The, Cincinnati, OH",100
Kutak Rock LLP,100.0,2019,,,0
Brands Inc,100.0,2019,501797104,"L Brands Inc., Columbus, OH",100
Laboratory Corporation America Holdings,100.0,2019,50540R409,"Laboratory Corporation of America Holdings, Burlington, NC",100
Lane Powell,100.0,2019,,,0
Latham & Watkins LLP,100.0,2019,,,0
Legg Mason Inc,95.0,2019,524901105,"Legg Mason, Inc., Baltimore, MD",100
Lendlease Americas Inc,100.0,2019,027118108,"Lendlease Americas Inc., New York, NY",100
LENOVO UNITED STATES INC,100.0,2019,,,0
Leo Burnett Company Inc,100.0,2019,,,0
Levi Strauss &,100.0,2019,52736R938,"Levi Strauss & Co., San Francisco, CA",100
Lexmark International Inc,100.0,2019,529771107,"Lexmark International Inc., Lexington, KY",100
Liberty Mutual Group,100.0,2019,53099X934,"Liberty Mutual Group, Boston, MA",100
Lincoln National Corp,100.0,2019,534187109,"Lincoln National Corp., Radnor, PA",100
Littler Mendelson,100.0,2019,,,0
Live Nation Entertainment Inc,100.0,2019,,,0
Locke Lord LLP,100.0,2019,,,0
Lockheed Martin Corp,100.0,2019,539830109,"Lockheed Martin Corp., Bethesda, MD",100
Loeb & Loeb LLP,90.0,2019,,,0
'Oréal USA Inc,100.0,2019,502117203,"L’Oréal USA Inc., New York, NY",100
Lowenstein Sandler LLP,100.0,2019,,,0
Lowe' Companies Inc,75.0,2019,548661107,"Lowe's Companies Inc., Mooresville, NC",100
Lyft Inc,100.0,2019,,,0
& Bank Corp,95.0,2019,55261F104,"M&T Bank Corp., Buffalo, NY",100
Macquarie Group Ltd,85.0,2019,,,0
Macy' Inc,100.0,2019,55616P104,"Macy's Inc., Cincinnati, OH",100
Mallinckrodt LLC,100.0,2019,561232109,"Mallinckrodt LLC, Hazelwood, MO",100
Manatt Phelps & Phillips LLP,100.0,2019,,,0
ManpowerGroup,100.0,2019,56418H100,"ManpowerGroup, Milwaukee, WI",100
Marriott International Inc,100.0,2019,571903202,"Marriott International Inc., Bethesda, MD",100
Marsh & McLennan Companies Inc,100.0,2019,571748102,"Marsh & McLennan Companies Inc., New York, NY",100
Massachusetts Mutual Life Insurance,100.0,2019,575767934,"Massachusetts Mutual Life Insurance Company, Springfield, MA",100
Mayer Brown LLP,100.0,2019,,,0
McDermott Will & Emery LLP,100.0,2019,,,0
McDonald' Corp,100.0,2019,580135101,"McDonald's Corp., Oak Brook, IL",100
McKesson Corp,100.0,2019,58155Q103,"McKesson Corp., San Francisco, CA",100
McKinsey & Inc,100.0,2019,,,0
Medallia Inc,100.0,2019,,,0
Mesirow Financial Holdings Inc,90.0,2019,,,0
MetLife Inc,100.0,2019,59156R108,"MetLife Inc., New York, NY",100
MGM Resorts International,100.0,2019,552953101,"MGM Resorts International, Las Vegas, NV",100
Michael Best & Friedrich LLP,100.0,2019,,,0
Microsoft Corp,100.0,2019,594918104,"Microsoft Corp., Redmond, WA",100
MillerCoors LLC,100.0,2019,,,0
Mintz Levin Cohn Ferris Glovsky & Popeo,100.0,2019,,,0
Mitchell Gold Bob Williams,100.0,2019,,,0
Moody' Corp,100.0,2019,615369105,"Moody's Corp., New York, NY",100
Moore & Van Allen PLLC,100.0,2019,,,0
Morgan Stanley,100.0,2019,617446448,"Morgan Stanley, New York, NY",100
Morningstar Inc,100.0,2019,617700109,"Morningstar Inc., Chicago, IL",100
Morris Manning & Martin LLP,100.0,2019,,,0
Morrison & Foerster LLP,100.0,2019,,,0
Motorola Solutions Inc,95.0,2019,620076307,"Motorola Solutions Inc., Chicago, IL",100
MSLGROUP Americas,100.0,2019,,,0
MUFG Union Bank,100.0,2019,,,0
Munger Tolles & Olson LLP,100.0,2019,,,0
NASDAQ Inc,85.0,2019,631103108,"NASDAQ Inc., New York, NY",100
Navigant Consulting Inc,100.0,2019,63935N107,"Navigant Consulting Inc., Chicago , IL",100
NCR Corp,100.0,2019,62886E108,"NCR Corp., Duluth, GA",100
Nestlé Purina PetCare,100.0,2019,,,0
Nestlé USA Inc,95.0,2019,,,0
Netflix Inc,100.0,2019,64110L106,"Netflix Inc., Los Gatos, CA",100
New York Life Insurance,95.0,2019,64952G934,"New York Life Insurance Co., New York, NY",100
Nike Inc,100.0,2019,654106103,"Nike Inc., Beaverton, OR",100
Nixon Peabody LLP,100.0,2019,,,0
Nokia Inc,100.0,2019,654902204,"Nokia Inc., Irving, TX",100
Nordstrom Inc,100.0,2019,655664100,"Nordstrom Inc., Seattle, WA",100
Northern Trust Corp,100.0,2019,665859104,"Northern Trust Corp., Chicago, IL",100
Northrop Grumman Corp,100.0,2019,666807102,"Northrop Grumman Corp., Falls Church, VA",100
Northwestern Mutual Life Insurance,100.0,2019,668133945,"Northwestern Mutual Life Insurance, Milwaukee, WI",100
Norton Rose Fulbright,100.0,2019,,,0
Nuance Communications,80.0,2019,67020Y100,"Nuance Communications, Burlington, MA",100
NVIDIA Corp,100.0,2019,67066G104,"NVIDIA Corp., Santa Clara, CA",100
Office Depot Inc,100.0,2019,676220106,"Office Depot Inc., Boca Raton, FL",100
Ogilvy Group Inc The,100.0,2019,676601107,"Ogilvy Group Inc., The, New York, NY",100
Ogletree Deakins Nash Smoak & Stewart,100.0,2019,,,0
'Melveny & Myers LLP,100.0,2019,,,0
Omnicom Group,100.0,2019,681919106,"Omnicom Group, New York, NY",100
OppenheimerFunds Inc,100.0,2019,683800106,"OppenheimerFunds Inc., New York, NY",100
Oracle Corp,100.0,2019,68389X105,"Oracle Corp., Redwood City, CA",100
Orrick Herrington & Sutcliffe LLP,100.0,2019,,,0
Owens Corning,100.0,2019,690742101,"Owens Corning, Toledo, OH",100
Patterson Belknap Webb & Tyler LLP,100.0,2019,,,0
Paul Hastings LLP,100.0,2019,,,0
PayPal Holdings Inc,100.0,2019,70450Y103,"PayPal Holdings Inc., San Jose, CA",100
PepsiCo Inc,100.0,2019,713448108,"PepsiCo Inc., Purchase, NY",100
Perkins Will Inc,100.0,2019,,,0
Perkins Coie LLP,100.0,2019,,,0
Pernod Ricard USA LLC,100.0,2019,,,0
Pfizer Inc,100.0,2019,717081103,"Pfizer Inc., New York, NY",100
& Corp,100.0,2019,69331C108,"PG&E Corp., San Fran- cisco, CA",100
Pillsbury Winthrop Shaw Pittman LLP,100.0,2019,,,0
PIMCO LLC,100.0,2019,,,0
Pinterest Inc,95.0,2019,,,0
PNC Financial Services Group Inc The,100.0,2019,693475105,"PNC Financial Services Group Inc., The, Pittsburgh, PA",100
Portland General Electric,100.0,2019,736508847,"Portland General Electric Co., Portland, OR",100
PPL Corp,100.0,2019,69351T106,"PPL Corp., Allentown, PA",100
PricewaterhouseCoopers LLP,100.0,2019,,,0
Principal Financial Group,100.0,2019,74299X938,"Principal Financial Group, Des Moines, IA",100
Procter & Gamble,100.0,2019,742718109,"Procter & Gamble Co., Cincinnati, OH",100
Prudential Financial Inc,100.0,2019,744320102,"Prudential Financial Inc., Newark, NJ",100
Publicis Inc,95.0,2019,74463M106,"Publicis Inc., New York, NY",100
Publicis Media,100.0,2019,,,0
Publicis Sapient,100.0,2019,,,0
PVH Corp,100.0,2019,693656100,"PVH Corp., New York, NY",100
Quaintance Weaver Management LLC,60.0,2019,,,0
Quantcast Corp,80.0,2019,747906501,"Quantcast Corp., San Francisco, CA",100
Quarles & Brady LLP,100.0,2019,,,0
Quest Diagnostics Inc,100.0,2019,74834L100,"Quest Diagnostics Inc., Madison, NJ",100
RBC Capital Markets LLC,100.0,2019,,,0
RBC Wealth Management,100.0,2019,,,0
Sources USA Inc,100.0,2019,844027102,"Re:Sources USA Inc., Long Island City, NY",100
Reed Smith LLP,95.0,2019,,,0
Replacements Ltd,100.0,2019,,,0
Robert Half,100.0,2019,770323103,"Robert Half, Menlo Park, CA",100
Robert Baird & Incorporated,100.0,2019,,,0
Robins Kaplan LLP,100.0,2019,,,0
Rockland Trust,100.0,2019,,,0
Rockwell Automation Inc,100.0,2019,773903109,"Rockwell Automation Inc., Milwaukee, WI",100
Rolls Royce North America USA Holdings,100.0,2019,,,0
Ropes & Gray LLP,100.0,2019,,,0
& Global Inc,100.0,2019,78409V104,"S&P Global Inc., New York, NY",100
Johnson & Son Inc,100.0,2019,478160104,"Johnson & Johnson, New Brunswick, NJ",85
Saatchi & Saatchi North America Inc,100.0,2019,785144205,"Saatchi & Saatchi North America Inc., New York, NY",100
SAP America Inc,100.0,2019,055625008,"BP America Inc., Houston, TX",86
Saul Ewing Arnstein & Lehr LLP,100.0,2019,,,0
Schiff Hardin LLP,100.0,2019,,,0
Science Applications International Corp,85.0,2019,808626105,"Science Applications International Corp., Reston, VA",100
Seagate Technology plc,25.0,2019,G7945M107,"Seagate Technology LLC, Scotts Valley, CA",90
Sempra Energy,100.0,2019,816851109,"Sempra Energy, San Diego, CA",100
Seyfarth Shaw LLP,100.0,2019,,,0
Shearman & Sterling LLP,100.0,2019,,,0
Shell Oil,100.0,2019,822635009,"Shell Oil Co., Houston, TX",100
Sheppard Mullin Richter & Hampton LLP,100.0,2019,,,0
Shook Hardy & Bacon LLP,100.0,2019,,,0
Sidley Austin LLP,100.0,2019,,,0
Simpson Thacher & Bartlett LLP,100.0,2019,,,0
SIRIUS Radio Inc,100.0,2019,,,0
Skadden Arps Slate Meagher & Flom LLP,100.0,2019,,,0
Snell & Wilmer,100.0,2019,,,0
Société Générale,100.0,2019,,,0
Sodexo Inc,100.0,2019,833792104,"Sodexo Inc., Gaithersburg, MD",100
Sony Corporation America,100.0,2019,835699307,"Sony Corporation of America, New York, NY",100
Sony Electronics Inc,100.0,2019,,,0
Sony Pictures Entertainment Inc,100.0,2019,,,0
Southern,100.0,2019,842812109,"Southern Co., Atlanta, GA",100
Southwest Airlines,100.0,2019,844741108,"Southwest Airlines Co., Dallas, TX",100
Squire Patton Boggs,100.0,2019,,,0
Standard Insurance,100.0,2019,,,0
Stanley Black & Decker Inc,85.0,2019,854502101,"Stanley Black & Decker Inc., New Britain, CT",100
Starbucks Corp,100.0,2019,855244109,"Starbucks Corp., Seattle, WA",100
State Farm Group,100.0,2019,85699K938,"State Farm Group, Bloomington, IL",100
State Street Corp,100.0,2019,857477103,"State Street Corp., Boston, MA",100
Steptoe & Johnson LLP,100.0,2019,,,0
Stinson Leonard Street LLP,100.0,2019,,,0
Stoel Rives LLP,100.0,2019,,,0
Stryker Corp,100.0,2019,863667101,"Stryker Corp., Kalamazoo, MI",100
Subaru America Inc,100.0,2019,864278106,"Subaru of America Inc., Cherry Hill, NJ",100
Sun Life Financial Inc,100.0,2019,866796105,"Sun Life Financial Inc. (US), Wellesley Hills, MA",100
SunTrust Banks Inc,100.0,2019,867914103,"SunTrust Banks Inc., Atlanta, GA",100
Symantec Corp,100.0,2019,871503108,"Symantec Corp., Mountain View, CA",100
Rowe Price Associates Inc,100.0,2019,74144T108,"T. Rowe Price Associates Inc., Baltimore, MD",100
Takeda Pharmaceuticals USA Inc,100.0,2019,881624209,"Teva Pharmaceutical USA Inc., North Wales, PA",90
Tapestry Inc,100.0,2019,,,0
Target Corp,100.0,2019,87612E106,"Target Corp., Minneapolis, MN",100
Ameritrade,100.0,2019,87236Y108,"TD Ameritrade, Omaha, NE",100
Bank,100.0,2019,87235A101,"TD Bank, N.A., Wilmington, DE",100
Securities USA LLC,100.0,2019,,,0
Connectivity Inc,100.0,2019,H84989104,"TE Connectivity Inc., Berwyn, PA",100
Tech Data Corp,100.0,2019,878237106,"Tech Data Corp., Clearwater, FL",100
TEGNA Inc,100.0,2019,87901J105,"TEGNA Inc., McLean, VA",100
Tesla Inc,100.0,2019,88160R101,"Tesla Inc., Palo Alto, CA",100
Texas Instruments Inc,100.0,2019,882508104,"Texas Instruments Inc., Dallas, TX",100
Thermo Fisher Scientific Inc,100.0,2019,883556102,"Thermo Fisher Scientific Inc., Waltham, MA",100
Thompson Coburn LLP,100.0,2019,,,0
Thompson Hine LLP,100.0,2019,,,0
Thomson Reuters,100.0,2019,884903105,"Thomson Reuters, New York, NY",100
Tiffany &,100.0,2019,886547108,"Tiffany & Co., New York, NY",100
Mobile USA Inc,100.0,2019,872590104,"T-Mobile USA Inc., Bellevue, WA",100
Toyota Motor North America Inc,100.0,2019,892331307,"Toyota Motor North America Inc., Plano, TX",100
TPG Global LLC,100.0,2019,,,0
Transamerica Corp The,100.0,2019,893485102,"Transamerica Corp., The, Cedar Rapids, IA",100
Travelers Companies Inc The,100.0,2019,89417E109,"Travelers Companies Inc., The, New York, NY",100
TripAdvisor Inc,90.0,2019,896945201,"TripAdvisor Inc., Needham, MA",100
Troutman Sanders LLP,100.0,2019,,,0
Tufts Health Plan,100.0,2019,,,0
Turner Construction,100.0,2019,,,0
Twitter Inc,100.0,2019,90184L102,"Twitter Inc., San Francisco, CA",100
Bancorp,100.0,2019,902973304,"U.S. Bancorp, Minneapolis, MN",100
Uber Technologies Inc,100.0,2019,,,0
UBS,100.0,2019,H42097107,"UBS AG, New York, NY",100
Under Armour Inc,100.0,2019,904311107,"Under Armour Inc., Baltimore, MD",100
United Airlines,100.0,2019,910047000,"United Airlines, Chicago, IL",100
United Parcel Service Inc,100.0,2019,911312106,"United Parcel Service Inc., Atlanta, GA",100
United Services Automobile Association,100.0,2019,,,0
United Technologies Corp,100.0,2019,913017109,"United Technologies Corp., Farmington, CT",100
UnitedHealth Group Inc,95.0,2019,91324P102,"UnitedHealth Group Inc., Minnetonka, MN",100
University Phoenix,100.0,2019,037604204,"University of Phoenix, Tempe, AZ",100
Univision Communications Inc,100.0,2019,91499R966,"Univision Communications Inc., New York, NY",100
Unum Group,100.0,2019,91529Y106,"Unum Group, Chattanooga, TN",100
Vanguard Group Inc,100.0,2019,92293Y934,"Vanguard Group Inc., Malvern, PA",100
Corp,100.0,2019,918204108,"VF Corp., Greensboro, NC",100
Viacom Inc,100.0,2019,92553P201,"Viacom Inc., New York, NY",100
Vinson & Elkins LLP,100.0,2019,,,0
VMware Inc,100.0,2019,928563402,"VMware Inc., Palo Alto, CA",100
Vorys Sater Seymour and Pease LLP,100.0,2019,,,0
Vox Media Inc,95.0,2019,,,0
Voya Financial,100.0,2019,929089100,"Voya Financial, New York, NY",100
Grainger Inc,100.0,2019,384802104,"W.W. Grainger Inc., Lake Forest, IL",100
Walgreen,100.0,2019,931427108,"Walgreen Co., Deerfield, IL",100
Walmart Inc,100.0,2019,,,0
Walt Disney The,100.0,2019,254687106,"Walt Disney Co., The, Burbank, CA",100
Warby Parker,95.0,2019,,,0
Warner Media,100.0,2019,,,0
WeddingWire Inc,100.0,2019,,,0
Weil Gotshal & Manges LLP,100.0,2019,,,0
Wellmark Inc,100.0,2019,949702104,"Wellmark Inc., Des Moines, IA",100
Wells Fargo &,100.0,2019,949746101,"Wells Fargo & Co., San Francisco, CA",100
Western Digital Corp,20.0,2019,958102105,"Western Digital Corp., Irvine, CA",100
Whirlpool Corp,100.0,2019,963320106,"Whirlpool Corp., Benton Harbor, MI",100
White & Case LLP,100.0,2019,,,0
Wiley Rein LLP,100.0,2019,,,0
Williams Mullen,100.0,2019,,,0
Willis Towers Watson,100.0,2019,G96629103,"Willis Towers Watson, Arlington, VA",100
Wilmer Cutler Pickering Hale & Dorr LLP,100.0,2019,,,0
Winston & Strawn LLP,100.0,2019,,,0
Womble Bond Dickinson LLP,100.0,2019,,,0
Workday Inc,100.0,2019,98138H101,"Workday Inc., Pleasanton, CA",100
Wyndham Destinations,100.0,2019,,,0
Wyndham Hotels & Resorts Inc,100.0,2019,,,0
Xcel Energy Inc,100.0,2019,98389B100,"Xcel Energy Inc., Minneapolis, MN",100
Xerox Corp,100.0,2019,984121608,"Xerox Corp., Norwalk, CT",100
Yelp Inc,100.0,2019,985817105,"Yelp Inc., San Francisco, CA",100
3M,100.0,2019,88579Y101,"3M Company, St. Paul, MN",100
Kearney Inc,100.0,2019,,,0
Armani Exchange,55.0,2019,,,0
Abbott Laboratories,90.0,2019,002824100,"Abbott Laboratories, Abbott Park, IL",100
AbbVie Inc,100.0,2019,00287Y109,"AbbVie Inc., North Chicago, IL",100
Abercrombie & Fitch,100.0,2019,002896207,"Abercrombie & Fitch Co., New Albany, OH",100
ABM Industries Inc,10.0,2019,,,0
Activision Blizzard,100.0,2019,,,0
Adecco North America LLC,70.0,2019,006754105,"Adecco North America LLC, Jacksonville, FL",100
Adidas North America Inc,100.0,2019,25243Q205,"Diageo North America, Norwalk, CT",85
Adobe Systems Inc,100.0,2019,00724F101,"Adobe Systems Inc., San Jose, CA",100
Advance Auto Parts Advance Holding,90.0,2019,00751Y106,"Advance Auto Parts (Advance Holding), Roanoke, VA",100
Advanced Micro Devices Inc,100.0,2019,007903107,"Advanced Micro Devices Inc., Sunnyvale, CA",100
AECOM,100.0,2019,00766T100,"AECOM, Los Angeles, CA",100
Aéropostale Inc,90.0,2019,00215Q103,"Aéropostale Inc., Lyndhurst, NJ",100
AES Corp The,0.0,2019,00130H105,"AES Corp., The, Arlington, VA",100
Aetna Inc,100.0,2019,00817Y108,"Aetna Inc., Hartford, CT",100
Aflac Inc,80.0,2019,001055102,"AFLAC Inc., Columbus, GA",100
Agco,10.0,2019,001084102,"Agco, Duluth, GA",100
Agilent Technologies Inc,85.0,2019,00846U101,"Agilent Technologies Inc., Santa Clara, CA",100
Air Products & Chemicals Inc,100.0,2019,009158106,"Air Products & Chemicals Inc., Allentown, PA",100
Airbnb Inc,100.0,2019,,,0
Airbus Americas Inc,100.0,2019,,,0
Airgas Inc,20.0,2019,009363102,"Airgas Inc., Radnor, PA",100
AirTran Holdings Inc,10.0,2019,,,0
Steel Holding Corp,20.0,2019,001547108,"AK Steel Holding Corp., West Chester, OH",100
Akamai Technologies Inc,100.0,2019,00971T101,"Akamai Technologies Inc., Cambridge, MA",100
Akerman LLP,100.0,2019,,,0
Akin Gump Strauss Hauer & Feld LLP,100.0,2019,,,0
Alaska Airlines,90.0,2019,011662004,"Alaska Airlines, Seattle, WA",100
Albertsons Companies Inc,0.0,2019,,,0
Alcoa Corp,95.0,2019,013817507,"Alcoa Inc., Chicago, IL",100
AlixPartners LLP,100.0,2019,,,0
Alleghany Corp,20.0,2019,017175100,"Alleghany Corp., New York, NY",100
Alliance Data Systems Corp,85.0,2019,018581108,"Alliance Data Systems Corp., Plano, TX",100
Alliance One International,0.0,2019,25493Y932,"Alliance One International, Morrisville, NC",100
AllianceBernstein,100.0,2019,01881G106,"AllianceBernstein LP, New York, NY",100
Alliant Energy Corp,100.0,2019,018802108,"Alliant Energy Corp., Madison, WI",100
Allianz Life Insurance North America,100.0,2019,018805101,"Allianz Life Insurance Co. of North America, Minneapolis, MN",100
Allscripts Misys Healthcare Solutions Inc,20.0,2019,01999Y932,"Allscripts-Misys Healthcare Solutions Inc., Chicago, IL",100
Allstate Insurance,95.0,2019,02099X006,"Allstate Insurance Co., Northbrook, IL",100
Ally Financial Inc,100.0,2019,02005N100,"Ally Financial Inc., Detroit, MI",100
Alston & Bird LLP,100.0,2019,,,0
Altice USA Inc,100.0,2019,,,0
Altria Group Inc,100.0,2019,02209S103,"Altria Group Inc., Richmond, VA",100
Mark Precious Metals,0.0,2019,00181T107,"A-Mark Precious Metals, Santa Monica, CA",100
Amazon com Inc,100.0,2019,023135106,"Amazon.com Inc., Seattle, WA",100
AMC Entertainment Inc,100.0,2019,01199Y005,"AMC Entertainment Inc., Leawood , KS",100
Ameren Corp,100.0,2019,023608102,"Ameren Corp., St. Louis, MO",100
American Airlines,100.0,2019,023771009,"American Airlines, Fort Worth, TX",100
American Apparel LLC,80.0,2019,023850100,"American Apparel LLC, Los Angeles, CA",100
American Eagle Outfitters Inc,85.0,2019,02553E106,"American Eagle Outfitters Inc., Pittsburgh, PA",100
American Electric Power Inc,85.0,2019,025537101,"American Electric Power Co. Inc., Columbus, OH",100
American Express Company,100.0,2019,025816109,"American Express Co., New York, NY",100
American Express Global Business Travel,100.0,2019,025816109,"American Express Global Business Travel, Jersey City, NJ",100
American Family Mutual Insurance Company,100.0,2019,,,0
American Financial Group,20.0,2019,025932104,"American Financial Group, Cincinnati, OH",100
American Tower Corp,55.0,2019,,,0
Ameriprise Financial Inc,90.0,2019,03076C106,"Ameriprise Financial Inc., Minneapolis, MN",100
AmerisourceBergen Corp,100.0,2019,03073E105,"AmerisourceBergen Corp., Chesterbrook, PA",100
Amgen Inc,100.0,2019,031162100,"Amgen Inc., Thousand Oaks, CA",100
AMN Healthcare Services Inc,90.0,2019,001744101,"AMN Healthcare Services, Inc., San Diego, CA",100
Amphenol Corp,20.0,2019,032095101,"Amphenol Corp., Wallingford, CT",100
AmTrust Financial Services,20.0,2019,,,0
Anadarko Petroleum,65.0,2019,032511107,"Anadarko Petroleum, The Woodlands, TX",100
Anheuser Busch Companies Inc,100.0,2019,035229103,"Anheuser-Busch Companies Inc., St. Louis, MO",100
Anixter International Inc,20.0,2019,035290105,"Anixter International Inc., Glenview, IL",100
Anschutz Entertainment Group Inc,100.0,2019,,,0
Anthem Inc,100.0,2019,036752103,"Anthem Inc., Indianapolis, IN",100
Aon Corp,100.0,2019,G0408V102,"Aon Corp., Chicago, IL",100
Apache Corp,20.0,2019,037411105,"Apache Corp., Houston, TX",100
Apple Inc,100.0,2019,037833100,"Apple Inc., Cupertino, CA",100
Applied Materials Inc,100.0,2019,038222105,"Applied Materials Inc., Santa Clara, CA",100
AQR Capital Management LLC,100.0,2019,,,0
Aramark Corp,100.0,2019,002034932,"Aramark Corp., Philadelphia, PA",100
Archer Daniels Midland,60.0,2019,039483102,"Archer Daniels Midland Co., Chicago, IL",100
Arconic,100.0,2019,013817507,"Arconic Inc., New York, NY",100
Arent Fox LLP,100.0,2019,,,0
Armstrong Teasdale LLP,100.0,2019,,,0
Arnold & Porter Kaye Scholer LLP,100.0,2019,,,0
Arrow Electronics,100.0,2019,042735100,"Arrow Electronics, Centennial, CO",100
Arup USA Inc,90.0,2019,,,0
Asbury Automotive Group,20.0,2019,043436104,"Asbury Automotive Group, Duluth, GA",100
Ascena Retail Group Inc,90.0,2019,04351G101,"Ascena Retail Group Inc., Mahwah, NJ",100
Ashland Inc,40.0,2019,044186104,"Ashland Inc., Covington, KY",100
Astellas Pharma Inc,100.0,2019,,,0
AstraZeneca PLC,95.0,2019,046353108,"AstraZeneca PLC, Wilmington, DE",100
Asurion LLC,100.0,2019,,,0
& Inc,100.0,2019,00206R102,"AT&T Inc., Dallas, TX",100
AthenaHealth Inc,100.0,2019,04685W103,"AthenaHealth Inc., Watertown, MA",100
Austin Radiological Assn,30.0,2019,,,0
Autodesk Inc,100.0,2019,052769106,"Autodesk Inc., San Rafael, CA",100
Autoliv Inc,10.0,2019,052800109,"Autoliv Inc., Auburn Hills, MI",100
AutoNation Inc,10.0,2019,05329W102,"AutoNation Inc., Fort Lauderdale, FL",100
Auto Owners Insurance Group,0.0,2019,,,0
AutoZone Inc,40.0,2019,053332102,"AutoZone Inc., Memphis, TN",100
Avaya Inc,60.0,2019,05399R942,"Avaya Inc., Santa Clara, CA",100
Avery Dennison,20.0,2019,053611109,"Avery Dennison, Glendale, CA",100
Avis Budget Group Inc,90.0,2019,053774105,"Avis Budget Group Inc., Parsippany, NJ",100
Avnet Inc,65.0,2019,053807103,"Avnet Inc., Phoenix, AZ",100
Avon Products Inc,90.0,2019,054303102,"Avon Products Inc., New York, NY",100
AXA Equitable Life,100.0,2019,,,0
’ Wholesale Club,85.0,2019,05548J106,"B J’s Wholesale Club, Westborough, MA",100
BAE Systems Inc,85.0,2019,055231104,"BAE Systems Inc., Arlington, VA",100
Bain & Inc / Bridgespan Group,100.0,2019,,,0
Baker & Hostetler LLP,85.0,2019,,,0
Baker & McKenzie LLP,100.0,2019,,,0
Baker Botts LLP,65.0,2019,,,0
Baker Hughes Inc,10.0,2019,057224107,"Baker Hughes Inc., Houston, TX",100
Baker Donelson Bearman Caldwell & Berkowitz,90.0,2019,,,0
Baldor Electric,25.0,2019,057741100,"Baldor Electric Co., Fort Smith, AR",100
Ball Corp,95.0,2019,058498106,"Ball Corp., Broomfield, CO",100
Ballard Spahr LLP,100.0,2019,,,0
Bank America Corp,75.0,2019,060505104,"Bank of America Corp., Charlotte, NC",100
Bank New York Mellon Corp The,100.0,2019,064058100,"Bank of New York Mellon Corp., The, New York, NY",100
Bank the West,100.0,2019,,,0
Barilla America Inc,100.0,2019,,,0
Barnes & Noble Inc,100.0,2019,067774109,"Barnes & Noble Inc., New York, NY",100
Barnes & Thornburg LLP,80.0,2019,,,0
BASF Corp,100.0,2019,055262505,"BASF Corp., Florham Park, NJ",100
Bass Berry & Sims PLC,100.0,2019,,,0
Battelle Energy Alliance Idaho National Laboratory,90.0,2019,,,0
Baxter International Inc,100.0,2019,071813109,"Baxter International Inc., Deerfield, IL",100
Bayer LLC,100.0,2019,459041109,"Bayer U.S. LLC, Whippany, NJ",100
& Corp,90.0,2019,054937107,"BB&T Corp., Winston- Salem, NC",100
Becton Dickinson and,100.0,2019,075887109,"Becton, Dickinson and Co., Franklin Lakes, NJ",100
