Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
Allergan Inc,15.0,2012,018490102,"Allergan Inc., Irvine, CA",100
Alliant Energy Corp,50.0,2012,018802108,"Alliant Energy Corp., Madison, WI",100
Alliant Techsystems Inc,35.0,2012,68557N103,"Alliant Techsystems Inc., Arlington, VA",100
Allianz Life Insurance North America,60.0,2012,018805101,"Allianz Life Insurance Co. of North America, Minneapolis, MN",100
Allscripts Misys Health care Solutions Inc,30.0,2012,01988P108,"Allscripts-Misys Health care Solutions Inc., Chicago, IL",100
Allstate Corp The,85.0,2012,020002101,"Allstate Corp., The, Northbrook, IL",100
Ally Financial Inc,15.0,2012,02005N100,"Ally Financial Inc., Detroit, MI",100
Altria Group Inc,15.0,2012,02209S103,"Altria Group Inc., Richmond, VA",100
Amazon com Inc,90.0,2012,023135106,"Amazon.com Inc., Seattle, WA",100
AMC Entertainment Inc,90.0,2012,01199Y005,"AMC Entertainment Inc., Leawood , KS",100
Ameren Corp,60.0,2012,023608102,"Ameren Corp., St. Louis, MO",100
American Eagle Outfitters Inc,80.0,2012,02553E106,"American Eagle Outfitters Inc., Pittsburgh, PA",100
American Electric Power Inc,15.0,2012,025537101,"American Electric Power Co. Inc., Columbus, OH",100
